BirdtreeFormat,Family,Final.polygyny,Final.EPP,Syllable.rep.min,Syllable.rep.final,Syllable.rep.max,Syll.song.min,Syll.song.final,Syll.song.max,Song.rep.min,Song.rep.final,Song.rep.max,Duration.min,Duration.final,Duration.max,Interval.min,Interval.final,Interval.max,Song.rate.min,Song.rate,Song.rate.max,Continuity.min,Continuity,Continuity.max
Mirafra_gilletti,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_hova,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_hypermetra,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_poecilosterna,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_sabota,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,3.6,3.6,3.6,2,2,2,2,2.01,2.02,6.25,6.275,6.3,7.272727273,7.242003621,7.211538462,0.242424242,0.242607121,0.242788462
Mohoua_albicilla,Mohouidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohoua_novaeseelandiae,Mohouidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohoua_ochrocephala,Mohouidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molothrus_aeneus,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molothrus_ater,Icteridae,NA,1,15,15,15,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molothrus_rufoaxillaris,Icteridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montifringilla_nivalis,Passeridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_aguimp,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_alba,Motacillidae,0,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_capensis,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_cinerea,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_citreola,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_clara,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_flava,Motacillidae,0,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_grandis,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_madaraspatensis,Motacillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_adusta,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_caerulescens,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_cassini,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_comitata,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_epulata,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_infuscata,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_sethsmithi,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_striata,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myadestes_palmeri,Turdidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycerobas_carnipes,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_cinerascens,Tyrannidae,NA,NA,NA,NA,NA,2,2,2,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_crinitus,Tyrannidae,0,NA,NA,NA,NA,2,2,2,2,2,2,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myioborus_pictus,Parulidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myioparus_griseigularis,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myioparus_plumbeus,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecocichla_aethiops,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibornis_herero,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_coccinigaster,Nectariniidae,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_dussumieri,Nectariniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_osea,Nectariniidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesopsar_nigerrimus,Icteridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesospiza_acunhae,Thraupidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicator_chloris,Nicatoridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicator_gularis,Nicatoridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notiomystis_cincta,Notiomystidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe_oenanthe,Muscicapidae,0,1,46,46,46,18,18,18,NA,NA,NA,1.25,1.25,1.25,6,6,6,8.275862069,8.275862069,8.275862069,0.172413793,0.172413793,0.172413793
Onychognathus_albirostris,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_morio,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_nabouroup,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_salvadorii,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_tenuirostris,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_tristramii,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_walleri,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oporornis_formosus,Parulidae,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,2.4,2.4,2.4,1,1.5,2,1.25,1.275,1.3,7.1,7.12,7.14,7.185628743,7.147111376,7.109004739,0.149700599,0.151876117,0.154028436
Oporornis_tolmiei,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreomystis_mana,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreoscoptes_montanus,Mimidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthonyx_spaldingii,Orthonychidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxyruncus_cristatus,Tityridae,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachycephala_pectoralis,Pachycephalidae,0,1,NA,NA,NA,3.84,3.84,3.84,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Padda_oryzivora,Estrildidae,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panurus_biarmicus,Panuridae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradisaea_minor,Paradisaeidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis_webbianus,Paradoxornithidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardalotus_punctatus,Pardalotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardalotus_quadragintus,Pardalotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardalotus_striatus,Pardalotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paroreomyza_montana,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parotia_carolae,Paradisaeidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parotia_wahnesi,Paradisaeidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parula_americana,Parulidae,0,NA,NA,NA,NA,2.7,2.7,2.7,2,2,2,1.55,1.575,1.6,5.26,5.28,5.3,8.810572687,8.75273523,8.695652174,0.227606461,0.2297593,0.231884058
Parus_albiventris,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_ater,Paridae,0,NA,NA,NA,NA,2,2,2,3,8.5,14,2.1,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,1,2,2,2,1,2,2.5,1,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,1,1,3.4,6.5,9.6,2,2.44,2.88,3,4.5,5.5,2.4,2.4,2.4,4.6,4.6,4.6,8.571428571,8.571428571,8.571428571,0.342857143,0.342857143,0.342857143
Parus_carolinensis,Paridae,0,1,NA,NA,NA,4,4,4,3,3,3,1.2,1.2,1.2,3,3,3,14.28571429,14.28571429,14.28571429,0.285714286,0.285714286,0.285714286
Parus_cinctus,Paridae,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_cinerascens,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_cristatus,Paridae,0,1,2,2,2,2,2,2,1,1,1,3.2,3.2,3.2,7.1,7.1,7.1,5.825242718,5.825242718,5.825242718,0.310679612,0.310679612,0.310679612
Parus_cyanus,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_hudsonicus,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_leucomelas,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_lugubris,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,3.4,7.9,10,2,2.2,2.4,3,3.75,4.5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_montanus,Paridae,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_niger,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_palustris,Paridae,0,NA,NA,NA,NA,2,2,2,4,12,20,1.5,1.5,1.5,3.5,3.5,3.5,12,12,12,0.3,0.3,0.3
Parus_rufescens,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_rufonuchalis,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_sclateri,Paridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,1,6,6,6,1,1,1,1,1,1,0.17,0.17,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_griseus,Passeridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_montanus,Passeridae,0,NA,10,10,10,6,6,6,1,1,1,0.11,0.11,0.11,7.1,7.1,7.1,8.321775312,8.321775312,8.321775312,0.015256588,0.015256588,0.015256588
Passer_rutilans,Passeridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,1,1,5,5,5,5,5,5,1,1,1,2.25,2.25,2.25,6.3,6.3,6.3,7.01754386,7.01754386,7.01754386,0.263157895,0.263157895,0.263157895
Passerella_iliaca,Passerellidae,NA,NA,19.87,19.87,19.87,7,7,7,1,3,3.2,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,0,NA,7.32,8.16,9,7.32,8.16,9,1,1,1,2.13,2.13,2.13,8.61,8.7,8.79,5.586592179,5.540166205,5.494505495,0.198324022,0.1966759,0.195054945
Passerina_caerulea,Cardinalidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_ciris,Cardinalidae,1,NA,NA,NA,NA,12.21,12.21,12.21,4,4,4,1.955,1.955,1.955,7.37,7.37,7.37,6.434316354,6.434316354,6.434316354,0.209651475,0.209651475,0.209651475
Passerina_cyanea,Cardinalidae,0,1,8,8,8,5.63,7.315,9,1,1,1,2.2,2.35,2.5,8.59,8.6,8.61,5.560704356,5.479452055,5.400540054,0.203892493,0.214611872,0.225022502
Passerina_leclancherii,Cardinalidae,NA,NA,NA,NA,NA,18,18,18,5,5,5,2.21,2.21,2.21,3.4,3.4,3.4,10.69518717,10.69518717,10.69518717,0.393939394,0.393939394,0.393939394
Passerina_versicolor,Cardinalidae,NA,NA,NA,NA,NA,5,5,5,2,2,2,1.7,1.7,1.7,2,2,2,16.21621622,16.21621622,16.21621622,0.459459459,0.45945946,0.459459459
Perisoreus_canadensis,Corvidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perisoreus_infaustus,Corvidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petrochelidon_fulva,Hirundinidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petrochelidon_pyrrhonota,Hirundinidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petroica_australis,Petroicidae,0,0,23.6,23.6,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petroica_goodenovii,Petroicidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petroica_macrocephala,Petroicidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petronia_petronia,Passeridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petronia_xanthocollis,Passeridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pezopetes_capitalis,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacellodomus_maculipectus,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.75,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacellodomus_striaticollis,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phainopepla_nitens,Bombycillidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,0,NA,19,19,19,10,10,10,19,259.5,500,3.7,3.7,3.7,10.5,10.5,10.5,4.225352113,4.225352113,4.225352113,0.26056338,0.26056338,0.26056338
Pheucticus_melanocephalus,Cardinalidae,0,NA,NA,NA,NA,NA,NA,NA,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philetairus_socius,Ploceidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus_ochruros,Muscicapidae,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus_phoenicurus,Muscicapidae,1,NA,NA,NA,NA,18,18,18,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pholidornis_rushiae,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_cabanisi,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_debilis,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_fischeri,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_flavostriatus,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_icterinus,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_terrestris,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,NA,NA,NA
Phylloscopus_bonelli,Phylloscopidae,0,NA,NA,NA,NA,1,1,1,5,5,5,0.7,0.7,0.7,8,8,8,6.896551724,6.896551724,6.896551724,0.08045977,0.08045977,0.08045977
Phylloscopus_collybita,Phylloscopidae,1,NA,2,2,2,2,2,2,1,1,1,4,4,4,2.7,2.7,2.7,8.955223881,8.955223881,8.955223881,0.597014925,0.597014925,0.597014925
Phylloscopus_fuscatus,Phylloscopidae,1,1,18.6,25.3,27,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_humei,Phylloscopidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_nitidus,Phylloscopidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_ruficapilla,Phylloscopidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,1,0,NA,NA,NA,1.5,1.5,1.5,2,2,2,3,3.2,3.4,4.6,4.6,4.6,7.894736842,7.692307692,7.5,0.394736842,0.41025641,0.425
Phylloscopus_sindianus,Phylloscopidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,0,1,29.7,35.1,80,9,9,9,31,31,31,3.31,3.31,3.31,7.28,7.28,7.28,5.66572238,5.66572238,5.66572238,0.312559018,0.312559018,0.312559018
Phylloscopus_umbrovirens,Phylloscopidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pica_hudsonia,Corvidae,0,1,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pica_nuttalli,Corvidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pica_pica,Corvidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinicola_enucleator,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_aberti,Passerellidae,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_chlorurus,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,NA,15,15,15,1,1,1,6,6.5,7,0.83,0.83,0.83,4.39,4.39,4.39,11.49425287,11.49425287,11.49425287,0.159003831,0.159003831,0.159003831
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,1,1,1,6,6,6,1.49,1.505,1.52,10.4,11,11.6,5.046257359,4.798080768,4.573170732,0.125315391,0.120351859,0.115853659
Pipilo_maculatus,Passerellidae,0,NA,13,13,13,2,2,2,7.75,7.75,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piranga_ludoviciana,Cardinalidae,NA,NA,NA,NA,NA,5,5,5,100,500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,1,NA,NA,NA,5.5,5.5,5.5,100,500,1000,2.75,2.75,2.75,9.5,9.5,9.5,4.897959184,4.897959184,4.897959184,0.224489796,0.224489796,0.224489796
Piranga_rubra,Cardinalidae,NA,NA,NA,NA,NA,10.7,10.7,10.7,100,500,1000,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_castanea,Platysteiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_chalybea,Platysteiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_concreta,Platysteiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_cyanea,Platysteiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
