BirdtreeFormat,Family,O.C,Final.polygyny,Final.EPP,Syllable.rep.final,Syll.song.final,Song.rep.final,Duration.final,Interval.final,Song.rate,Continuity,EPPSourcedata
Dendroica_fusca,Parulidae,NA,0,NA,NA,3.2,NA,NA,NA,NA,NA,NA
Dendroica_fusca,Parulidae,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_fusca,Parulidae,NA,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Dendroica_fusca,Parulidae,NA,0,NA,NA,NA,NA,1.49,NA,NA,NA,NA
Dendroica_fusca,Parulidae,NA,0,NA,NA,NA,NA,NA,4.4,NA,NA,NA
Dendroica_fusca,Parulidae,NA,0,NA,NA,NA,NA,NA,4.35,NA,NA,NA
Dendroica_magnolia,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_magnolia,Parulidae,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA
Dendroica_magnolia,Parulidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_magnolia,Parulidae,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA
Dendroica_magnolia,Parulidae,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA
Dendroica_nigrescens,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_nigrescens,Parulidae,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Dendroica_nigrescens,Parulidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_nigrescens,Parulidae,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA
Dendroica_palmarum,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,16.1,NA,NA,NA,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,5.4,NA,NA,NA,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,3.5,NA,NA,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,5,NA,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,NA,1.3,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,NA,1.27,NA,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,NA,NA,7.1,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,NA,NA,7.14,NA,NA,NA
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,NA,NA,NA,NA,NA,60.6% EPB
Dendroica_pensylvanica,Parulidae,1,NA,1,NA,NA,NA,NA,NA,NA,NA, 47% EPP
Dendroica_petechia,Parulidae,0,0,1,8.3,NA,NA,NA,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,3.7,NA,NA,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,4,NA,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,12,NA,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,13,NA,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,NA,1.3,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,NA,1.26,NA,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,NA,NA,7.1,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,NA,NA,7.14,NA,NA,NA
Dendroica_petechia,Parulidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,51.41% EPB
Dendroica_petechia,Parulidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 53% EPP
Dendroica_striata,Parulidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA
Dendroica_tigrina,Parulidae,NA,NA,NA,NA,NA,NA,NA,5.88,NA,NA,NA
Dendroica_townsendi,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_townsendi,Parulidae,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Dendroica_townsendi,Parulidae,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,2.4,NA,NA,NA,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,NA,NA,1.52,NA,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,NA,NA,NA,8.3,NA,NA,NA
Dendroica_virens,Parulidae,NA,0,NA,NA,NA,NA,NA,8.33,NA,NA,NA
Dendronanthus_indicus,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrurus_adsimilis,Dicruridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrurus_forficatus,Dicruridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrurus_ludwigii,Dicruridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dinemellia_dinemelli,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dioptrornis_fischeri,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dives_dives,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,9,NA,NA,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,10,NA,NA,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,NA,10,NA,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,NA,NA,3.5,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,NA,NA,5.75,NA,NA,NA,NA
Dolichonyx_oryzivorus,Icteridae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,38% EPB
Drymodes_brunneopygia,Petroicidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryoscopus_cubla,Malaconotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,328,NA,NA,NA,NA,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,NA,1000,NA,NA,NA,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,NA,NA,100,NA,NA,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,NA,NA,1000,NA,NA,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,NA,NA,NA,0.27,NA,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,NA,NA,NA,NA,0.19,NA,NA,NA
Dumetella_carolinensis,Mimidae,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elaenia_chiriquensis,Tyrannidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Elaenia_chiriquensis,Tyrannidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,66.7% EPB
Elaenia_chiriquensis,Tyrannidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA, 37% EPP
Elminia_albicauda,Stenostiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elminia_albiventris,Stenostiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elminia_albonotata,Stenostiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elminia_nigromitrata,Stenostiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_cabanisi,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_capensis,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_cia,Emberizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_cia,Emberizidae,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Emberiza_cia,Emberizidae,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
Emberiza_cioides,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_cirlus,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_cirlus,Emberizidae,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Emberiza_cirlus,Emberizidae,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA
Emberiza_cirlus,Emberizidae,NA,0,NA,NA,NA,3.5,NA,NA,NA,NA,NA
Emberiza_cirlus,Emberizidae,NA,0,NA,NA,NA,NA,0.43,NA,NA,NA,NA
Emberiza_cirlus,Emberizidae,NA,0,NA,NA,NA,NA,NA,0.32,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,5,NA,NA,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,4.1,NA,NA,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,4.5,NA,NA,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,3,NA,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,2.05,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,2.1,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,2.38,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,2.5,NA,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,NA,2.1,NA,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,NA,NA,7.01,NA,NA,NA
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,37.4% EPP
Emberiza_citrinella,Emberizidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 68.8% EPB
Emberiza_elegans,Emberizidae,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA
Emberiza_elegans,Emberizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_flaviventris,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,4.2,NA,NA,NA,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,NA,2.5,NA,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,NA,NA,1.56,NA,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,NA,NA,NA,9,NA,NA,NA
Emberiza_hortulana,Emberizidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_impetuani,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_impetuani,Emberizidae,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,30,NA,NA,NA,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,6.3,NA,NA,NA,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,3,NA,NA,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,NA,20,NA,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,NA,15,NA,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,NA,NA,1.98,NA,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,NA,NA,NA,4.02,NA,NA,NA
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,88% EPP
Emberiza_schoeniclus,Emberizidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 54.6% EPP
Emberiza_striolata,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_striolata,Emberizidae,NA,0,NA,NA,2.5,NA,NA,NA,NA,NA,NA
Emberiza_striolata,Emberizidae,NA,0,NA,NA,NA,NA,1.75,NA,NA,NA,NA
Emberiza_tahapisi,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_alnorum,Tyrannidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_alnorum,Tyrannidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Empidonax_difficilis,Tyrannidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_difficilis,Tyrannidae,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Empidonax_difficilis,Tyrannidae,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
Empidonax_difficilis,Tyrannidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Empidonax_difficilis,Tyrannidae,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
Empidonax_flaviventris,Tyrannidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_flaviventris,Tyrannidae,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Empidonax_minimus,Tyrannidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_minimus,Tyrannidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,39% EPP
Empidonax_traillii,Tyrannidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_traillii,Tyrannidae,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA
Empidonax_traillii,Tyrannidae,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA
Empidonax_traillii,Tyrannidae,NA,1,1,NA,NA,NA,0.96,NA,NA,NA,NA
Empidonax_traillii,Tyrannidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,23% EPB
Empidonax_virescens,Tyrannidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax_virescens,Tyrannidae,NA,0,1,NA,3,NA,NA,NA,NA,NA,NA
Empidonax_virescens,Tyrannidae,NA,0,1,NA,NA,3,NA,NA,NA,NA,NA
Empidonax_virescens,Tyrannidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,55.56% EPB
Empidornis_semipartitus,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eopsaltria_australis,Petroicidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epimachus_albertisi,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epimachus_albertisi,Paradisaeidae,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA
Epimachus_fastuosus,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epimachus_meyeri,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremalauda_starki,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremomela_icteropygialis,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila_alpestris,Alaudidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila_alpestris,Alaudidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Eremopsaltria_mongolicus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremopterix_australis,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremopterix_leucopareia,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremopterix_leucotis,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremopterix_nigriceps,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremopterix_verticalis,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,4,NA,NA,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,100,NA,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,1000,NA,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,100,NA,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,NA,2.18,NA,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,NA,NA,3.27,NA,NA,NA
Erithacus_rubecula,Muscicapidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,16.57% EPB
Euphagus_carolinus,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphagus_carolinus,Icteridae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Euphagus_cyanocephalus,Icteridae,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA
Euphagus_cyanocephalus,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphagus_cyanocephalus,Icteridae,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA
Euplectes_afer,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_albonotatus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_ardens,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_aureus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_axillaris,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_capensis,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_franciscanus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_gierowii,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_hartlaubi,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_hordeaceus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_jacksoni,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_macroura,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_nigroventris,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_orix,Ploceidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Euplectes_orix,Ploceidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,19% EPP
Euplectes_progne,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euryceros_prevostii,Vangidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,31.4,NA,NA,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,42.2,NA,NA,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,26.9,NA,NA,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,8.4,NA,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,6.95,NA,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,100,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,100,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,1000,NA,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,NA,2.95,NA,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,NA,NA,18.88,NA,NA,NA
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,NA,NA,NA,NA,NA,15.5% EPP
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,NA,NA,NA,NA,NA, 39.35% EPB
Ficedula_albicollis,Muscicapidae,1,1,1,NA,NA,NA,NA,NA,NA,NA, 17.4% EPP
Ficedula_hypoleuca,Muscicapidae,1,1,1,27,NA,NA,NA,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,29.8,NA,NA,NA,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,9,NA,NA,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,4.66,NA,NA,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,100,NA,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,100,NA,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,NA,2,NA,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,NA,NA,6.11,NA,NA,NA
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,NA,NA,NA,NA,NA,8.4% EPP
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,NA,NA,NA,NA,NA, 13.9% EPB
Ficedula_hypoleuca,Muscicapidae,1,1,1,NA,NA,NA,NA,NA,NA,NA, 15% EPP
Ficedula_parva,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula_semitorquata,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula_semitorquata,Muscicapidae,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA
Ficedula_zanthopygia,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foudia_eminentissima,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foudia_flavicans,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foudia_madagascariensis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foudia_rubra,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foudia_sechellarum,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,18,NA,NA,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,17.8,NA,NA,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,NA,5,NA,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,NA,NA,3,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,NA,NA,2.5,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,NA,NA,NA,2.1,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Fringilla_coelebs,Fringillidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,17% EPP
Fringilla_coelebs,Fringillidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 23.1% EPB
Fringilla_montifringilla,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fringilla_teydea,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furnarius_rufus,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galerida_cristata,Alaudidae,NA,0,NA,55,NA,NA,NA,NA,NA,NA,NA
Galerida_cristata,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galerida_magnirostris,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galerida_modesta,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galerida_theklae,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrulax_morrisonianus,Leiothrichidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_conirostris,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_conirostris,Thraupidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Geospiza_difficilis,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_difficilis,Thraupidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Geospiza_fortis,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_fortis,Thraupidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Geospiza_fuliginosa,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_fuliginosa,Thraupidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Geospiza_magnirostris,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_magnirostris,Thraupidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Geospiza_scandens,Thraupidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Geospiza_scandens,Thraupidae,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA
Geospiza_scandens,Thraupidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8% EPP, 15% EPB"
Geothlypis_trichas,Parulidae,0,0,1,5,NA,NA,NA,NA,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,4.9,NA,NA,NA,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,NA,1,NA,NA,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,NA,NA,1.9,NA,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,NA,NA,1.86,NA,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,NA,NA,NA,5.6,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,NA,NA,NA,5.56,NA,NA,NA
Geothlypis_trichas,Parulidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,22% EPP
Gerygone_igata,Acanthizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerygone_igata,Acanthizidae,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
Gracula_religiosa,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
